Reported Date,Total Dead and Missing,Location Coordinates
"June 06, 2023",1,"11.96217819, 43.28953"
"June 09, 2023",1,"11.913375, 43.143015"
"June 14, 2023",1,"12.019137, 43.331659"
"June 15, 2023",1,"11.929685, 43.159676"
"June 16, 2023",1,"11.981294, 43.277628"
"June 17, 2023",1,"11.968213, 43.245027"
"June 21, 2023",1,"11.786858, 42.886119"
"June 22, 2023",1,"11.0850568, 42.738242"
"June 24, 2023",1,"11.266915, 42.626037"
"June 29, 2023",1,"11.849498, 43.082664"
"June 23, 2023",1,"8.400490372, 48.480495"
"July 11, 2023",4,"36.3423573, -1.783771"
"July 11, 2023",4,"36.09861941, -1.432208"
"July 11, 2023",6,"36.09861941, -1.432208"
"April 13, 2023",1,"32.39969, -113.12035"
"April 13, 2023",1,"32.39265, -113.13152"
"April 13, 2023",1,"32.3922, -113.13225"
"April 13, 2023",1,"32.37067, -113.11125"
"April 14, 2023",1,"32.34672, -112.68065"
"April 25, 2023",1,"32.06745673, -111.366656"
"April 26, 2023",1,"32.06745673, -111.366656"
"April 27, 2023",1,"31.79116, -111.80798"
"April 28, 2023",1,"31.954483, -113.02865"
"May 02, 2023",1,"32.344168, -113.110526"
"May 07, 2023",1,"32.17233998, -110.964121"
"May 08, 2023",1,"32.34393, -113.10715"
"May 20, 2023",1,"32.306178, -111.34988"
"May 26, 2023",1,"32.6839, -111.976"
"May 29, 2023",1,"31.50346, -111.418702"
"May 29, 2023",1,"31.50705, -111.418426"
"May 10, 2023",1,"31.91974, -111.99138"
"May 23, 2023",1,"31.658901, -111.647429"
"June 01, 2023",1,"31.3338889, -109.378889"
"June 02, 2023",1,"31.85615, -111.367917"
"June 04, 2023",1,"31.621572, -111.796203"
"June 04, 2023",1,"31.970125, -111.729789"
"June 11, 2023",1,"31.79088167, -109.813157"
"June 11, 2023",1,"31.88519, -112.14708"
"June 12, 2023",1,"31.88531, -112.14698"
"June 15, 2023",1,"31.791041, -111.495712"
"June 18, 2023",1,"31.792662, -111.810447"
"June 21, 2023",1,"31.46879, -111.20768"
"June 23, 2023",1,"31.61317, -111.39525"
"June 23, 2023",1,"31.8612, -111.72915"
"June 30, 2023",1,"31.38137, -109.41022"
"July 19, 2023",1,"34.43297712, 36.107109"
"July 22, 2023",5,"32.10260631, 20.072957"
"July 23, 2023",1,"32.23812491, 20.149743"
"July 19, 2023",1,"32.94655961, 11.532978"
"July 19, 2023",3,"32.80827441, 11.584487"
"July 22, 2023",1,"32.80827441, 11.584487"
"July 23, 2023",1,"32.80827441, 11.584487"
"July 23, 2023",1,"32.80827441, 11.584487"
"July 24, 2023",1,"27.71705882, -15.416383"
"July 13, 2023",1,"28.72947721, -100.508222"
"July 12, 2023",1,"28.70548522, -100.508516"
"July 15, 2023",1,"31.74892076, -106.498136"
"July 07, 2023",1,"49.02831207, -119.432156"
"July 04, 2023",1,"19.64315027, -99.084743"
"July 18, 2023",1,"28.75757409, -100.495931"
"July 13, 2023",1,"25.59890362, -103.472666"
"July 19, 2023",3,"11.05267717, -84.681593"
"July 23, 2023",4,"40.91271268, 26.369657"
"July 26, 2023",2,"41.71697242, 26.351489"
"July 20, 2023",13,"23.72836078, -15.901632"
"July 21, 2023",6,"35.17187365, -2.903182"
"July 24, 2023",53,"14.71870705, -17.506255"
"March 07, 2023",1,"35.50646131, 12.61234"
"March 24, 2023",1,"35.02310395, 11.425351"
"March 26, 2023",1,"38.32879275, 16.432499"
"April 09, 2023",1,"35.50646131, 12.61234"
"April 09, 2023",1,"35.24245706, 13.555433"
"July 20, 2023",1,"28.74800359, -100.43259"
"July 20, 2023",1,"28.67874699, -100.515823"
"July 22, 2023",10,"7.473888256, -73.206157"
"July 13, 2023",1,"25.78242005, -99.288858"
"July 21, 2023",1,"29.30972638, -100.900348"
"July 21, 2023",1,"26.40197413, -99.052741"
"July 22, 2023",1,"28.43849616, -100.754604"
"July 22, 2023",1,"7.217752291, -60.521973"
"July 23, 2023",1,"25.41226941, -100.958715"
"July 24, 2023",1,"14.90571474, -92.264006"
"June 23, 2023",1,"32.47419619, -114.736859"
"July 23, 2023",2,"33.08571203, 11.509263"
"July 26, 2023",9,"32.94810449, 11.549077"
"July 27, 2023",1,"32.94810449, 11.549077"
"July 28, 2023",1,"32.94810449, 11.549077"
"July 22, 2023",1,"36.74077421, -3.019314"
"April 24, 2023",15,"36.54723704, -1.712056"
"April 25, 2023",2,"36.54723704, -1.712056"
"April 25, 2023",24,"33.50740635, -8.338018"
"May 08, 2023",14,"36.63228135, 2.468432"
"June 05, 2023",1,"36.61549467, 2.455389"
"June 11, 2023",14,"38.99427241, 1.890798"
"June 29, 2023",2,"36.32699583, -0.934672"
"June 29, 2023",12,"36.32699583, -0.934672"
"August 01, 2023",1,"46.890955, 19.647471"
"June 22, 2023",51,"30.30599353, -11.428941"
"August 05, 2023",33,"34.934474, 12.410204"
"July 31, 2023",1,"25.51136119, -103.425755"
"July 27, 2023",1,"19.44222375, -98.160357"
"July 27, 2023",5,"18.01024091, -93.697275"
"July 26, 2023",1,"28.69628757, -100.509234"
"April 13, 2023",1,"28.69590311, -100.511067"
"July 25, 2023",1,"25.0440989, -77.4654"
"July 24, 2023",1,"28.70693079, -100.511554"
"July 08, 2023",23,"18.37152662, -68.840776"
"August 07, 2023",1,"44.90150817, 6.718102"
"August 07, 2023",53,"20.012505, 92.672641"
"August 11, 2023",7,"51.057026, 1.617592"
"August 02, 2023",1,"28.66310252, -100.501424"
"August 01, 2023",1,"28.71305277, -100.507272"
"August 04, 2023",1,"21.56011467, -104.939956"
"August 04, 2023",17,"21.56011467, -104.939956"
"July 11, 2023",1,"32.03999762, -111.302751"
"August 04, 2023",1,"28.71867099, -100.425913"
"August 07, 2023",1,"28.70537819, -100.512333"
"August 07, 2023",13,"19.56553338, -70.945952"
"August 07, 2023",27,"16.2526711, -94.446526"
"July 28, 2023",1,"25.40084285, -101.02778"
"June 23, 2023",1,"35.133333, 15.65"
"August 07, 2023",1,"34.5333333, 20.633333"
"August 15, 2023",1,"35.652893, 12.662932"
"July 24, 2023",2,"10.45, 42.833333"
"January 06, 2023",1,"8.4719972, 47.354997"
"July 08, 2023",1,"8.4719972, 47.354997"
"July 20, 2023",1,"8.398299983, 48.444134"
"July 15, 2023",2,"8.4719972, 47.354997"
"July 15, 2023",3,"11.329987, 49.296227"
"July 03, 2023",1,"11.9669, 42.57168"
"July 04, 2023",1,"11.791311, 42.879623"
"July 04, 2023",1,"11.791311, 42.879623"
"July 04, 2023",1,"11.9669, 42.57168"
"July 06, 2023",1,"11.96217819, 43.28953"
"July 07, 2023",1,"12.9889, 42.2977"
"July 11, 2023",1,"11.438956, 43.893976"
"July 12, 2023",1,"11.438956, 43.893976"
"July 13, 2023",1,"11.96217819, 43.28953"
"July 16, 2023",2,"12.327574, 43.299232"
"July 18, 2023",1,"11.788835, 42.797254"
"July 19, 2023",1,"11.96217819, 43.28953"
"July 02, 2023",1,"11.967782, 43.22956"
"July 24, 2023",1,"11.15434, 42.37474"
"July 24, 2023",1,"11.5114, 42.164"
"July 24, 2023",1,"11.632986, 42.49155"
"July 27, 2023",1,"11.378768, 42.929532"
"July 01, 2023",1,"11.378767, 42.929532"
"August 15, 2023",63,"14.92323944, -21.002927"
"August 05, 2023",5,"23.79131613, -15.932074"
"August 02, 2023",2,"32.34653924, 11.214415"
"July 31, 2023",6,"32.83086083, 11.636178"
"August 08, 2023",27,"32.25802585, 11.071698"
"August 12, 2023",7,"33.92482222, 10.164225"
"August 13, 2023",9,"34.93834872, 14.077079"
"August 14, 2023",12,"34.7806956, 10.825317"
"August 06, 2023",55,"34.75626624, 11.106557"
"August 03, 2023",41,"35.61744307, 12.540096"
"August 08, 2023",1,"32.76205422, 12.742022"
"August 10, 2023",29,"32.92815089, 12.096038"
"August 10, 2023",4,"32.92815089, 12.096038"
"August 10, 2023",1,"32.92815089, 12.096038"
"July 30, 2023",1,"32.7660136, 22.632587"
"August 03, 2023",1,"32.78384464, 12.447573"
"August 17, 2023",37,"12.27788307, 43.599743"
"August 16, 2023",3,"37.95241314, -0.520169"
"August 18, 2023",1,"32.78384464, 12.447573"
"August 21, 2023",1,"31.5157641, 19.853984"
"August 21, 2023",1,"31.5157641, 19.853984"
"August 22, 2023",18,"40.93108598, 25.912389"
"August 23, 2023",1,"41.02645905, 26.193023"
"August 05, 2023",1,"52.46097657, 23.384075"
"August 21, 2023",1,"55.77352841, 27.932169"
"August 04, 2023",1,"32.13418032, -110.926094"
"August 16, 2023",1,"31.73805763, -106.392829"
"August 15, 2023",2,"29.17657017, -102.946256"
"August 15, 2023",1,"29.18818337, -102.937635"
"August 15, 2023",1,"29.19049566, -102.935075"
"August 17, 2023",1,"28.2820446, -100.291838"
"August 17, 2023",1,"28.51087608, -100.316589"
"August 18, 2023",1,"29.71951209, -101.700686"
"August 18, 2023",1,"32.58222899, -116.548581"
"August 21, 2023",1,"28.72367571, -100.509145"
"August 22, 2023",16,"18.16325977, -97.260314"
"August 21, 2023",1,"28.71150774, -100.509704"
"August 21, 2023",1,"28.70864209, -100.511628"
"August 21, 2023",1,"28.69496425, -100.52184"
"August 17, 2023",1,"9.934096798, -84.087795"
"August 21, 2023",5,"35.23931623, 11.151218"
"August 25, 2023",1,"32.79473488, 12.748294"
"August 21, 2023",41,"32.83911014, 12.611049"
"August 22, 2023",1,"32.79121877, 12.565596"
"August 22, 2023",1,"32.78927276, 12.70718"
"August 24, 2023",2,"32.81091575, 12.454299"
"August 24, 2023",4,"28.48664961, -11.346069"
"August 28, 2023",1,"37.75700313, 26.978718"
"August 28, 2023",4,"39.37874447, 26.512341"
"August 26, 2023",1,"40.86318839, 25.996803"
"August 15, 2023",2,"35.79862078, -5.886117"
"August 18, 2023",1,"34.46723972, 9.041726"
"August 27, 2023",1,"31.36887171, 35.346685"
"August 23, 2023",2,"28.68455489, -100.508746"
"August 22, 2023",1,"28.75018155, -100.511343"
"August 24, 2023",2,"28.66323535, -100.501402"
"August 02, 2023",1,"8.454703791, -77.673394"
"August 24, 2023",1,"13.80020013, -86.577772"
"August 26, 2023",8,"15.05304877, -92.08057"
"August 25, 2023",7,"30.37121789, -104.899933"
"August 25, 2023",1,"28.70485844, -100.513008"
"August 28, 2023",1,"28.67601663, -100.467584"
"August 28, 2023",1,"28.68725766, -100.355903"
"August 28, 2023",1,"26.16276844, -97.687719"
"August 29, 2023",6,"15.65540446, -92.339096"
"January 03, 2023",1,"8.405480099, -77.818495"
"January 10, 2023",1,"8.403427795, -77.813683"
"January 06, 2023",1,"8.360761539, -77.791464"
"January 31, 2023",1,"8.501378222, -77.972949"
"June 22, 2023",1,"32.308206, 15.091032"
"July 03, 2023",2,"32.09428941, 23.919104"
"July 30, 2023",1,"27.53753065, 14.260124"
"September 05, 2023",1,"37.30213147, 27.115679"
"August 30, 2023",1,"45.77492842, 21.21402"
"September 10, 2023",1,"41.57692894, 21.94683"
"September 07, 2023",1,"39.23260088, 26.476542"
"September 10, 2023",4,"27.49665835, -13.863956"
"September 10, 2023",3,"27.49665835, -13.863956"
"September 10, 2023",1,"27.49665835, -13.863956"
"September 10, 2023",1,"27.49665835, -13.863956"
"September 10, 2023",3,"27.49665835, -13.863956"
"August 28, 2023",3,"28.66180612, -12.042928"
"February 26, 2023",49,"16.97814961, 7.983423"
"February 17, 2023",29,"16.99274954, 7.98725"
"January 18, 2023",4,"36.47308015, 2.833113"
"February 20, 2023",1,"22.10740974, 5.597983"
"January 08, 2023",2,"19.62902817, 5.749967"
"March 03, 2023",2,"27.89236905, -0.297558"
"March 03, 2023",1,"27.89236905, -0.297558"
"February 10, 2023",3,"22.10740974, 5.597983"
"February 07, 2023",5,"16.98468254, 7.832415"
"February 28, 2023",1,"36.47308015, 2.833113"
"February 28, 2023",1,"36.47308015, 2.833113"
"March 05, 2023",1,"14.81137182, 0.878868"
"February 08, 2023",2,"27.89236905, -0.297558"
"January 09, 2023",2,"18.7292864, 7.400514"
"March 22, 2023",1,"21.18968559, 5.626699"
"March 12, 2023",1,"22.10740974, 5.597983"
"February 18, 2023",1,"21.93544201, 13.625965"
"February 15, 2023",1,"14.00330192, 0.755396"
"January 21, 2023",1,"20.20383623, 12.981961"
"January 17, 2023",1,"21.93544201, 13.625965"
"January 08, 2023",1,"22.10740974, 5.597983"
"January 02, 2023",1,"18.75207286, 7.383352"
"April 23, 2023",2,"19.01000696, 13.048526"
"February 15, 2023",3,"26.64383836, 14.255631"
"March 11, 2023",1,"16.97383507, 7.987054"
"February 13, 2023",3,"25.04289929, 14.593599"
"March 06, 2023",2,"14.73663291, 0.919529"
"January 24, 2023",2,"25.04289929, 14.593599"
"March 05, 2023",8,"22.10740974, 5.597983"
"January 15, 2023",2,"25.91292194, 13.919258"
"January 15, 2023",3,"27.02945518, 14.443091"
"February 09, 2023",3,"20.25427413, 14.108893"
"January 22, 2023",1,"22.10740974, 5.597983"
"January 20, 2023",1,"18.64105139, 7.413994"
"January 12, 2023",2,"19.25867901, 6.552833"
"February 18, 2023",1,"11.88448403, 3.454208"
"March 14, 2023",9,"26.96689752, 2.564253"
"April 18, 2023",8,"22.10740974, 5.597983"
"April 01, 2023",2,"18.64105139, 7.413994"
"April 04, 2023",1,"22.10740974, 5.597983"
"February 26, 2023",1,"27.89236905, -0.297558"
"April 06, 2023",2,"22.10740974, 5.597983"
"April 06, 2023",2,"22.10740974, 5.597983"
"April 05, 2023",1,"25.04289929, 14.593599"
"April 05, 2023",1,"25.04289929, 14.593599"
"April 16, 2023",1,"21.93544201, 13.625965"
"April 16, 2023",2,"22.77509207, 5.529212"
"April 18, 2023",4,"36.47308015, 2.833113"
"April 22, 2023",1,"22.10740974, 5.597983"
"April 26, 2023",2,"16.23599784, 0.019509"
"April 27, 2023",1,"18.75207286, 7.383352"
"May 01, 2023",1,"14.0258498, 0.751789"
"May 14, 2023",1,"18.75207286, 7.383352"
"May 12, 2023",7,"18.77858631, 12.6861"
"March 15, 2023",4,"27.21281647, 14.619138"
"May 18, 2023",1,"13.72270658, 7.100342"
"February 28, 2023",3,"25.91292194, 13.919258"
"May 27, 2023",6,"21.9317797, 13.622146"
"May 27, 2023",8,"16.98352152, 7.977725"
"May 26, 2023",11,"21.93531867, 13.624762"
"May 26, 2023",1,"16.98352152, 7.977725"
"May 26, 2023",1,"16.98352152, 7.977725"
"May 31, 2023",52,"20.20152892, 12.983333"
"June 05, 2023",1,"16.97782425, 7.985823"
"June 17, 2023",4,"36.47308015, 2.833113"
"April 07, 2023",5,"24.0242542, 14.409082"
"June 20, 2023",1,"18.87477289, 12.752018"
"May 15, 2023",3,"25.04289929, 14.593599"
"January 23, 2023",1,"8.466816746, -77.692351"
"January 23, 2023",1,"8.466829924, -77.692377"
"January 16, 2023",1,"8.456036776, -77.672341"
"January 21, 2023",1,"8.455969393, -77.672341"
"February 12, 2023",1,"8.499607369, -77.972108"
"August 28, 2023",1,"31.76184526, -106.451753"
"August 18, 2023",1,"31.73559972, -106.48189"
"August 31, 2023",1,"28.64043765, -100.564198"
"September 02, 2023",1,"28.69623345, -100.51121"
"September 04, 2023",1,"28.70236476, -100.519146"
"August 27, 2023",1,"8.53560043, -82.840475"
"July 30, 2023",1,"8.535905078, -82.842198"
"July 15, 2023",1,"8.53560043, -82.840475"
"July 15, 2023",1,"8.53560043, -82.840475"
"August 31, 2023",1,"28.67035648, -100.500129"
"May 01, 2023",1,"28.71031456, -100.510731"
"September 05, 2023",1,"14.88265993, -92.305745"
"August 30, 2023",1,"21.81334093, -72.280227"
"August 17, 2023",1,"31.87897404, -112.812161"
"August 02, 2023",1,"31.81443676, -106.714719"
"September 14, 2023",1,"35.50297457, 12.570699"
"August 27, 2023",1,"32.90268359, 13.227957"
"August 28, 2023",1,"32.87137211, 13.449091"
"August 30, 2023",2,"32.53250652, 20.57543"
"September 01, 2023",3,"30.95541783, 20.117447"
"September 13, 2023",4,"34.7073936, 10.771425"
"April 19, 2023",1,"18.64105139, 7.413994"
"April 30, 2023",2,"18.64105139, 7.413994"
"May 01, 2023",1,"18.75207286, 7.383352"
"May 30, 2023",1,"16.9847236, 8.00525"
"April 10, 2023",2,"36.03355397, 4.743372"
"February 12, 2023",7,"19.78701229, 6.406685"
"January 14, 2023",1,"32.5468507, 3.677921"
"August 31, 2023",6,"41.97084748, 27.407398"
"September 11, 2023",1,"41.84295684, 26.738457"
"September 17, 2023",5,"38.4563337, 43.410772"
"September 16, 2023",11,"20.72136217, -16.96069"
"September 16, 2023",1,"35.47339253, 12.575608"
"August 29, 2023",2,"36.42934645, -4.607763"
"September 18, 2023",13,"32.66914868, 14.293875"
"September 20, 2023",1,"32.80171482, 13.60444"
"September 19, 2023",1,"35.88744498, -5.316417"
"September 20, 2023",1,"35.87897264, -5.330921"
"August 21, 2023",1,"12.351196, 43.195807"
"August 22, 2023",1,"12.442567, 43.294202"
"August 22, 2023",1,"12.284964, 43.287689"
"August 29, 2023",1,"11.961801, 43.298299"
"January 08, 2023",1,"11.3078767, 42.929532"
"August 17, 2023",1,"11.3078767, 42.929532"
"August 19, 2023",1,"11.3078767, 42.929532"
"August 27, 2023",1,"11.3078767, 42.929532"
"August 15, 2023",1,"11.788835, 42.797254"
"August 31, 2023",1,"11.791311, 42.879623"
"September 05, 2023",1,"27.81119229, -101.142443"
"August 02, 2023",1,"8.45725746, -77.67885854"
"August 09, 2023",1,"31.81064013, -106.59753"
"August 09, 2023",1,"31.8213971, -106.611458"
"September 10, 2023",1,"21.98094912, -102.2702352"
"September 10, 2023",1,"14.03082508, -86.57131891"
"August 29, 2023",1,"14.62531347, -92.24395941"
"August 31, 2023",1,"14.53478033, -89.27909568"
"September 10, 2023",1,"28.68152054, -100.5105032"
"January 31, 2023",1,"31.96681493, -111.4336666"
"February 23, 2023",1,"8.472255296, -77.69106456"
"February 15, 2023",1,"8.499109735, -77.98049789"
"March 13, 2023",1,"8.618798791, -77.40820032"
"March 17, 2023",1,"8.443617732, -77.61754803"
"August 06, 2023",1,"16.73012377, -92.64047612"
"July 01, 2023",1,"28.70427249, -100.512305"
"September 12, 2023",1,"26.53142477, -101.2567332"
"September 14, 2023",1,"31.33068807, -106.473086"
"September 17, 2023",1,"15.5245395, -88.04152375"
"September 15, 2023",1,"32.54935222, -116.9495094"
"September 13, 2023",1,"28.70767825, -100.5108409"
"September 12, 2023",1,"27.70508193, -99.45271104"
"September 18, 2023",4,"-13.53459866, -71.8672196"
"September 14, 2023",1,"22.41165383, -102.2749325"
"September 16, 2023",1,"8.431735049, -82.45276131"
"March 30, 2023",1,"8.457085971, -77.67856369"
"June 30, 2023",4,"8.434339689, -77.63566091"
"October 01, 2023",10,"15.78818805, -93.378739"
"September 30, 2023",1,"50.9903813, 2.225489"
"September 30, 2023",1,"50.94103779, 1.884669"
"September 29, 2023",1,"32.65374537, -115.472799"
"October 01, 2023",1,"32.65374537, -115.472799"
"September 29, 2023",2,"32.57131089, -116.650077"
"September 29, 2023",2,"17.34424818, -93.556993"
"September 27, 2023",1,"27.23270619, -101.405765"
"September 27, 2023",1,"27.23270619, -101.405765"
"September 28, 2023",1,"16.55929714, -95.1158"
"September 26, 2023",1,"28.61990947, -100.410805"
"September 28, 2023",1,"36.59229965, -6.272941"
"September 21, 2023",2,"19.60609174, -98.316166"
"September 21, 2023",1,"28.7359228, -100.50626"
"September 20, 2023",1,"28.72353277, -100.507357"
"September 21, 2023",4,"32.5568443, -116.85627"
"September 23, 2023",1,"31.33351248, -110.976526"
"September 22, 2023",1,"28.71424981, -100.507028"
"September 22, 2023",1,"28.70798343, -100.510744"
"September 26, 2023",1,"14.00515461, -86.567308"
"September 28, 2023",1,"29.8958932, -101.151361"
"October 02, 2023",9,"36.89171532, 6.890561"
"September 27, 2023",8,"35.67143861, 10.090713"
"September 25, 2023",2,"32.8251103, 12.464053"
"September 25, 2023",1,"32.76540473, 12.731254"
"September 26, 2023",1,"32.89335495, 13.182271"
"September 29, 2023",1,"32.57008675, 14.35961"
"September 30, 2023",2,"19.75277778, -79.849385"
"September 26, 2023",1,"50.95084755, 1.76684"
"September 30, 2023",1,"28.7359228, -100.50626"
"September 17, 2023",1,"14.64763696, -90.496606"
"October 01, 2023",7,"27.89162852, -14.592001"
"October 04, 2023",1,"15.46976946, -88.84459"
"September 15, 2023",47,"35.71675375, 12.016645"
"October 06, 2023",2,"32.90297373, 12.477233"
"October 06, 2023",1,"32.90297373, 12.477233"
"October 06, 2023",1,"32.90297373, 12.477233"
"October 06, 2023",2,"32.90297373, 12.477233"
"October 07, 2023",2,"33.06604103, 12.617176"
"October 07, 2023",1,"33.06604103, 12.617176"
"October 01, 2023",1,"35.49939085, 12.591186"
"October 06, 2023",18,"17.28450603, -96.897464"
"October 08, 2023",1,"50.46293598, 1.58005"
"September 22, 2023",2,"20.90849131, -17.007375"
"July 01, 2023",1,"31.90687, -111.89904"
"July 02, 2023",1,"31.36148, -109.22255"
"July 06, 2023",1,"31.73279428, -110.35046"
"July 07, 2023",1,"31.36811, -111.04407"
"July 08, 2023",1,"31.57785, -111.33561"
"July 10, 2023",1,"31.387218, -111.238079"
"July 12, 2023",1,"32.05851, -111.36401"
"July 12, 2023",1,"32.07225, -112.47622"
"July 12, 2023",1,"31.58798386, -111.239608"
"July 13, 2023",1,"31.55961, -111.35003"
"July 13, 2023",1,"31.6353, -111.13954"
"July 13, 2023",1,"31.629174, -111.149424"
"July 13, 2023",1,"32.405838, -111.723121"
"July 14, 2023",1,"31.9326, -111.86957"
"July 15, 2023",1,"32.0277392, -112.001813"
"July 15, 2023",1,"31.82164, -111.907658"
"July 17, 2023",1,"31.83958, -111.912325"
"July 17, 2023",1,"31.92721, -112.36"
"July 18, 2023",1,"31.33527, -109.37805"
"July 18, 2023",1,"31.702073, -112.026101"
"July 18, 2023",1,"31.899167, -112.676167"
"July 18, 2023",1,"31.9258718, -112.802311"
"July 20, 2023",1,"31.93011, -111.41917"
"July 20, 2023",1,"31.90216, -111.86239"
"July 20, 2023",1,"32.022823, -110.941623"
"July 20, 2023",1,"31.45721, -109.06571"
"July 22, 2023",1,"31.7787, -111.83163"
"July 22, 2023",1,"31.89821, -111.851"
"July 23, 2023",1,"31.55516, -111.33535"
"July 23, 2023",1,"32.03779, -112.32059"
"July 23, 2023",1,"32.03779, -112.32059"
"July 24, 2023",1,"32.473525, -111.795155"
"July 26, 2023",1,"31.4426589, -109.826547"
"July 28, 2023",1,"31.83517, -111.39818"
"July 28, 2023",1,"31.82864, -111.39869"
"July 28, 2023",1,"31.850065, -111.776051"
"July 28, 2023",1,"31.837535, -111.859055"
"July 29, 2023",1,"31.58946, -111.33029"
"July 30, 2023",1,"31.36199, -111.09084"
"July 31, 2023",1,"31.56417, -111.4051"
"July 30, 2023",1,"32.416844, -112.321667"
"July 31, 2023",1,"31.5736111, -109.178056"
"August 01, 2023",1,"31.894483, -111.854683"
"August 02, 2023",1,"32.304141, -113.257297"
"August 02, 2023",1,"31.468334, -109.389301"
"August 03, 2023",1,"31.840633, -111.779746"
"August 04, 2023",1,"32.13398408, -110.926363"
"August 06, 2023",1,"31.65369, -111.13683"
"August 07, 2023",1,"31.3925, -109.317"
"August 07, 2023",1,"31.89712, -111.74242"
"August 12, 2023",1,"31.814989, -111.25161"
"August 13, 2023",1,"31.546067, -111.743067"
"August 13, 2023",1,"32.07571752, -110.919139"
"August 15, 2023",1,"31.84389, -111.2468"
"August 16, 2023",1,"31.72586, -111.82315"
"August 16, 2023",1,"31.90331, -111.76676"
"August 16, 2023",1,"31.36723009, -110.213946"
"August 17, 2023",1,"31.87472, -112.79976"
"August 18, 2023",1,"31.80044, -111.83352"
"August 19, 2023",1,"31.395367, -110.776893"
"August 19, 2023",1,"31.7771, -111.63708"
"August 19, 2023",1,"31.70986, -111.77679"
"August 21, 2023",1,"31.3868, -111.10223"
"August 22, 2023",1,"32.4045, -113.295"
"August 26, 2023",1,"31.86538, -111.86182"
"August 29, 2023",1,"31.829617, -111.537183"
"August 20, 2023",1,"31.79016, -111.9115"
"September 01, 2023",1,"31.96958, -111.42093"
"September 01, 2023",1,"31.3340158, -110.96896"
"September 02, 2023",1,"31.61895, -111.76166"
"September 02, 2023",1,"31.804505, -111.253276"
"September 04, 2023",1,"31.480073, -109.24605"
"September 06, 2023",1,"32.446467, -113.135567"
"September 07, 2023",1,"31.34875212, -109.545518"
"September 08, 2023",1,"31.46151, -109.4665"
"September 11, 2023",1,"32.1049, -112.02528"
"September 10, 2023",1,"32.3091667, -111.868056"
"September 12, 2023",1,"31.752623, -111.702997"
"September 12, 2023",1,"31.65322, -111.85648"
"September 13, 2023",1,"32.14987, -111.55561"
"September 13, 2023",1,"32.246989, -113.057283"
"September 13, 2023",1,"32.19949, -113.05528"
"September 16, 2023",1,"32.307465, -111.35946"
"September 18, 2023",1,"32.04938, -111.3646"
"September 20, 2023",1,"31.86247, -111.90578"
"September 19, 2023",1,"31.92649, -112.12507"
"September 21, 2023",1,"31.804817, -111.826067"
"September 22, 2023",1,"31.68962, -110.86278"
"September 23, 2023",1,"31.35412505, -110.967596"
"September 26, 2023",1,"31.85124, -112.12402"
"September 26, 2023",1,"31.75393, -111.97301"
"September 26, 2023",1,"32.1032667, -111.321023"
"September 28, 2023",1,"31.67986, -111.85368"
"September 28, 2023",1,"32.135983, -112.6403"
"October 02, 2023",1,"32.80923724, 12.465365"
"October 02, 2023",1,"32.76540473, 12.731254"
"September 30, 2023",1,"24.9329601, 14.576223"
"September 10, 2023",6,"32.81307668, 21.855909"
"September 10, 2023",32,"32.7600248, 21.752359"
"September 13, 2023",1,"34.63298761, 36.385626"
"September 17, 2023",1,"34.41653259, 36.537267"
"October 06, 2023",1,"29.08385399, -100.471232"
"October 07, 2023",1,"26.6725536, -101.3823687"
"October 07, 2023",2,"31.71187775, -106.3735109"
"October 06, 2023",1,"28.65673608, -106.0801912"
"October 07, 2023",2,"19.67112691, -81.08434156"
"October 06, 2023",1,"28.70468544, -100.516723"
"October 07, 2023",1,"-19.27125692, -68.6257058"
"October 07, 2023",1,"16.55414619, -94.61435433"
"October 09, 2023",1,"18.12652572, -94.45735768"
"October 09, 2023",1,"29.02857073, -100.1552081"
"October 10, 2023",1,"29.28233361, -98.65918426"
"October 10, 2023",1,"15.33973661, -88.4001299"
"October 09, 2023",2,"31.75016748, -106.6556099"
"October 10, 2023",1,"16.07664167, -93.76383224"
"October 10, 2023",1,"25.40300574, -101.0271331"
"October 12, 2023",2,"46.39328972, 19.737734"
"October 16, 2023",3,"36.60143014, 27.898631"
"October 11, 2023",1,"32.54156785, -117.061009"
"October 13, 2023",7,"48.24627651, 12.410189"
"October 01, 2023",1,"36.07633665, 35.80700626"
"October 17, 2023",1,"39.30415035, 26.4722731"
"September 01, 2023",1,"12.007778, 43.3149"
"September 02, 2023",1,"12.014865, 43.30001"
"September 07, 2023",1,"11.676629, 42.734773"
"September 12, 2023",1,"11.849598, 42.654853"
"September 14, 2023",1,"11.787723, 42.890555"
"September 20, 2023",1,"12.5897, 43.196257"
"September 22, 2023",1,"12.012737, 43.309745"
"September 24, 2023",1,"12.024264, 43.324168"
"September 15, 2023",2,"11.35623861, 43.005291"
"October 21, 2023",1,"36.18048613, -6.003605"
"September 10, 2023",1,"8.513118563, -77.283919"
"August 08, 2023",1,"31.42073935, -109.57614"
"October 11, 2023",1,"32.54037295, -117.06013"
"October 13, 2023",2,"14.74801279, -92.171121"
"October 16, 2023",1,"29.07536733, -100.639425"
"October 12, 2023",1,"28.66335868, -100.501601"
"October 10, 2023",1,"17.98786547, -94.112824"
"October 12, 2023",1,"14.701687, -92.11357"
"October 11, 2023",1,"28.70782112, -100.510982"
"October 13, 2023",1,"28.70043845, -100.511728"
