Reported Date,Total Dead and Missing,Location Coordinates
"January 16, 2021",1,"26.87387748, -17.29929642"
"January 16, 2021",1,"31.977452, -112.68819"
"January 16, 2021",1,"29.47645121, 60.86744515"
"January 16, 2021",1,"29.47645121, 60.86744515"
"January 18, 2021",3,"37.10608588, -1.75887675"
"January 18, 2021",4,"-17.8792941, -67.1556008"
"January 19, 2021",1,"38.93846832, 26.17608376"
"January 19, 2021",43,"32.97355156, 12.74816917"
"January 19, 2021",1,"27.2269872, -98.1441714"
"January 19, 2021",1,"31.963194, -112.16075"
"January 20, 2021",2,"27.63856693, -18.07442612"
"January 20, 2021",1,"27.41492993, -15.48831078"
"January 20, 2021",12,"23.73083158, -15.96033042"
"January 21, 2021",1,"30.55524, -104.70336"
"January 22, 2021",1,"26.06148611, -98.79338179"
"January 22, 2021",2,"26.06148611, -98.79338179"
"January 22, 2021",16,"26.06148611, -98.79338179"
"January 22, 2021",1,"50.5522319, 2.370908"
"January 22, 2021",1,"32.67263, -115.3957"
"January 23, 2021",1,"16.57222643, -95.10682307"
"January 23, 2021",1,"31.648472, -111.257167"
"January 24, 2021",1,"37.2141382, 0.39183721"
"January 24, 2021",2,"33.03608223, 13.17554545"
"January 24, 2021",2,"33.03608223, 13.17554545"
"January 24, 2021",1,"33.03608223, 13.17554545"
"January 24, 2021",2,"33.03608223, 13.17554545"
"January 24, 2021",8,"33.03608223, 13.17554545"
"January 24, 2021",2,"33.03608223, 13.17554545"
"January 24, 2021",1,"10.9731583, -74.7804278"
"January 24, 2021",1,"20.4602715, -100.6224706"
"January 24, 2021",1,"31.463389, -109.076444"
"January 25, 2021",1,"9.635836971, -73.78683013"
"January 25, 2021",1,"36.69594666, 27.67600565"
"January 25, 2021",1,"32.131, -113.237833"
"January 26, 2021",2,"35.42653878, -1.248246587"
"January 26, 2021",2,"32.9234588, 12.0775411"
"January 26, 2021",1,"35.8432765, -5.3610346"
"January 26, 2021",1,"28.4242507, -100.7646846"
"January 26, 2021",1,"35.68940913, 51.38958967"
"January 26, 2021",1,"32.4013, -115.3136"
"January 27, 2021",1,"35.89656931, -5.300574116"
"January 27, 2021",10,"6.174750949, -67.07825961"
"January 27, 2021",1,"7.927093887, -72.48386771"
"January 28, 2021",1,"31.71416, -111.95791"
"January 28, 2021",1,"31.70588, -112.00148"
"January 29, 2021",2,"32.7868817, 12.6934048"
"January 29, 2021",4,"32.79307166, 13.7144354"
"January 29, 2021",1,"41.88057683, 26.57182178"
"January 29, 2021",1,"26.1087466, -98.2652505"
"January 29, 2021",1,"32.54143422, -117.0448118"
"January 29, 2021",1,"40.3197723, 21.4275888"
"January 30, 2021",2,"41.8770148, 27.763265"
"January 30, 2021",1,"32.55086017, -113.7245521"
"January 31, 2021",1,"36.9436603, 7.2022727"
"February 01, 2021",1,"20.5087233, -100.8300976"
"February 01, 2021",1,"4.5971147, -74.0864237"
"February 01, 2021",1,"5.7317573, -71.99683732"
"February 01, 2021",1,"50.9669534, 1.8710906"
"February 02, 2021",2,"25.84591716, -97.37103277"
"February 02, 2021",1,"-19.2761393, -68.6388049"
"February 02, 2021",1,"-19.2761393, -68.6388049"
"February 02, 2021",4,"19.791083, 13.303945"
"February 03, 2021",1,"16.7124054, 98.5746649"
"February 03, 2021",1,"17.8307439, -93.3897441"
"February 03, 2021",2,"32.53289729, 15.07522178"
"February 04, 2021",6,"35.821783, -0.4831532"
"February 04, 2021",1,"50.334773, 3.440537"
"February 04, 2021",1,"31.71066, -111.86906"
"February 04, 2021",2,"33.01514348, 12.60631099"
"February 05, 2021",1,"32.90288617, 12.73580955"
"February 05, 2021",4,"32.90288617, 12.73580955"
"February 05, 2021",1,"32.78834106, 13.71186048"
"February 05, 2021",1,"10.4742449, -73.2436335"
"February 05, 2021",1,"31.84175, -112.4437"
"February 05, 2021",1,"27.35022729, 62.35316592"
"February 06, 2021",1,"16.75154107, -93.10309024"
"February 06, 2021",1,"25.0966877, 10.16817753"
"February 06, 2021",1,"35.68940913, 51.38958967"
"February 07, 2021",4,"36.1440934, -5.3417241"
"February 07, 2021",1,"35.86277284, -5.328762261"
"February 07, 2021",1,"31.389361, -111.230389"
"February 07, 2021",2,"33.01514348, 12.60631099"
"February 07, 2021",1,"35.68940913, 51.38958967"
"February 07, 2021",22,"18.59291, 10.578095"
"February 08, 2021",1,"28.713166, -100.5093583"
"February 08, 2021",1,"31.73563, -111.8275"
"February 08, 2021",1,"35.68940913, 51.38958967"
"February 08, 2021",1,"28.23007995, 61.19603687"
"February 08, 2021",1,"27.35022729, 62.35316592"
"February 09, 2021",1,"28.71317365, -100.5068478"
"February 09, 2021",1,"35.90019118, -5.299989274"
"February 09, 2021",3,"5.98740941, -57.1435619"
"February 09, 2021",2,"19.87079787, -71.40140185"
"February 09, 2021",3,"32.45945037, 21.23736071"
"February 09, 2021",1,"31.9543, -112.4197"
"February 10, 2021",1,"32.79973679, 12.78180512"
"February 10, 2021",8,"21.749173, 23.59269844"
"February 10, 2021",8,"21.749173, 23.59269844"
"February 10, 2021",2,"21.749173, 23.59269844"
"February 10, 2021",1,"32.75483468, 13.71666686"
"February 10, 2021",1,"32.15258, -112.74925"
"February 10, 2021",4,"32.75483468, 13.71666686"
"February 10, 2021",1,"35.68940913, 51.38958967"
"February 10, 2021",1,"28.95046741, 57.57054013"
"February 10, 2021",1,"28.72996721, 53.33652472"
"February 11, 2021",1,"28.7019633, -100.5048585"
"February 11, 2021",9,"12.03248116, 95.73547526"
"February 11, 2021",2,"33.03083222, 12.12354635"
"February 11, 2021",1,"30.01463107, 14.25008292"
"February 12, 2021",1,"14.90657249, -92.26359259"
"February 13, 2021",23,"35.57736051, 12.59360665"
"February 13, 2021",1,"27.99566687, 57.72427834"
"February 14, 2021",2,"36.441151, -3.603180343"
"February 14, 2021",1,"44.6145699, 17.9877428"
"February 14, 2021",2,"32.92755182, 12.10964178"
"February 14, 2021",1,"31.88472913, 54.33057395"
"February 14, 2021",1,"31.84338571, 52.51348965"
"February 15, 2021",1,"32.79441821, 12.56680102"
"February 15, 2021",1,"45.22064907, 16.54942905"
"February 15, 2021",10,"24.8240255, -80.8136783"
"February 15, 2021",1,"8.378848547, -72.41203443"
"February 15, 2021",3,"27.45546714, -80.05125773"
"February 15, 2021",2,"27.45546714, -80.05125773"
"February 15, 2021",1,"27.45546714, -80.05125773"
"February 15, 2021",1,"31.914444, -111.913611"
"February 15, 2021",1,"31.88472913, 54.33057395"
"February 15, 2021",1,"28.23007995, 61.19603687"
"February 15, 2021",1,"28.23007995, 61.19603687"
"February 15, 2021",1,"28.23007995, 61.19603687"
"February 15, 2021",1,"28.23007995, 61.19603687"
"February 16, 2021",1,"27.4790481, -99.4814057"
"February 16, 2021",1,"6.2476376, -75.5658153"
"February 16, 2021",1,"31.9120215, -111.881234"
"February 16, 2021",1,"27.21161534, 60.68482798"
"February 17, 2021",2,"32.896939, 13.1708564"
"February 17, 2021",1,"28.6805128, -100.5078173"
"February 17, 2021",1,"28.6805128, -100.5078173"
"February 17, 2021",1,"35.68940913, 51.38958967"
"February 17, 2021",1,"30.27629382, 57.0662465"
"February 17, 2021",1,"30.50953451, -104.4017249"
"February 17, 2021",1,"16.976529, 7.989067"
"February 18, 2021",1,"32.0681759, 23.941751"
"February 18, 2021",1,"29.3222273, -103.2068216"
"February 18, 2021",1,"14.9364483, -92.265659"
"February 18, 2021",1,"31.78605, -111.811683"
"February 18, 2021",1,"33.01514348, 12.60631099"
"February 18, 2021",1,"35.68940913, 51.38958967"
"February 18, 2021",1,"29.63186286, 52.51236196"
"February 19, 2021",2,"31.56960031, 17.38213959"
"February 19, 2021",1,"-2.342606049, -73.07057192"
"February 19, 2021",25,"26.06751439, 14.83350461"
"February 20, 2021",1,"35.72722908, -0.644029953"
"February 20, 2021",1,"28.36796911, -99.30855138"
"February 20, 2021",41,"33.89263386, 13.55340424"
"February 20, 2021",1,"32.98310801, 13.27991557"
"February 20, 2021",3,"34.26454725, 13.31096023"
"February 21, 2021",1,"34.20213497, 13.04803315"
"February 21, 2021",1,"34.20213497, 13.04803315"
"February 21, 2021",12,"35.41265243, 12.58948677"
"February 21, 2021",1,"32.22524, -113.04953"
"February 21, 2021",1,"32.22536, -113.04941"
"February 21, 2021",1,"31.900498, -111.532852"
"February 21, 2021",1,"30.89202146, 61.68389773"
"February 22, 2021",4,"29.36820243, -103.7272989"
"February 22, 2021",1,"33.64056471, 13.25702465"
"February 22, 2021",2,"35.26149447, -3.957496007"
"February 22, 2021",1,"19.55102318, -71.71226423"
"February 22, 2021",1,"17.47146346, -91.42477594"
"February 22, 2021",1,"35.68940913, 51.38958967"
"February 22, 2021",1,"35.68940913, 51.38958967"
"February 22, 2021",1,"35.68940913, 51.38958967"
"February 22, 2021",1,"28.23007995, 61.19603687"
"February 23, 2021",1,"31.66905, -111.846417"
"February 23, 2021",1,"35.68940913, 51.38958967"
"February 24, 2021",1,"34.7205723, 11.1407184"
"February 24, 2021",1,"32.1195, -113.1718"
"February 26, 2021",2,"28.70516695, -100.5113856"
"February 26, 2021",1,"31.05124289, 61.50177317"
"February 26, 2021",1,"31.05124289, 61.50177317"
"February 27, 2021",1,"27.4790538, -99.4814315"
"February 27, 2021",1,"35.68940913, 51.38958967"
"February 27, 2021",1,"32.25398987, 52.50577501"
"February 27, 2021",1,"31.88472913, 54.33057395"
"February 27, 2021",1,"29.51929069, 60.85182954"
"February 28, 2021",4,"33.14510556, 13.58488495"
"February 28, 2021",1,"33.14510556, 13.58488495"
"February 28, 2021",1,"33.14510556, 13.58488495"
"February 28, 2021",5,"33.14510556, 13.58488495"
"February 28, 2021",2,"33.14510556, 13.58488495"
"February 28, 2021",2,"33.14510556, 13.58488495"
"February 28, 2021",2,"35.11183029, 11.02745108"
"February 28, 2021",1,"28.6936675, -100.5106763"
"February 28, 2021",1,"26.1753112, 14.73691443"
"February 28, 2021",1,"27.1892535, 56.23307736"
"March 01, 2021",1,"35.2841725, -2.9381673"
"March 01, 2021",1,"28.65812669, -100.5017234"
"March 01, 2021",1,"31.05124289, 61.50177317"
"March 01, 2021",1,"28.5056084, 58.8606437"
"March 01, 2021",1,"31.05124289, 61.50177317"
"March 02, 2021",1,"35.27689538, -2.926136854"
"March 02, 2021",1,"35.2841725, -2.9381673"
"March 02, 2021",1,"35.302185, -2.9400548"
"March 02, 2021",1,"43.7384169, 18.0261821"
"March 02, 2021",1,"27.99566687, 57.72427834"
"March 02, 2021",1,"27.1793466, 56.2781423"
"March 02, 2021",1,"32.779775, -115.568425"
"March 03, 2021",10,"32.78367772, -115.2984346"
"March 03, 2021",2,"32.78367772, -115.2984346"
"March 03, 2021",1,"32.78367772, -115.2984346"
"March 03, 2021",20,"12.16601057, 43.54841709"
"March 03, 2021",1,"50.9744772, 1.874738404"
"March 03, 2021",1,"-22.73371516, -64.34982328"
"March 03, 2021",1,"-22.73371516, -64.34982328"
"March 03, 2021",1,"25.0580555, -98.2641668"
"March 03, 2021",1,"31.87598849, -112.8445121"
"March 03, 2021",5,"11.999417, -83.739302"
"March 03, 2021",25,"12.11374551, 42.11180794"
"March 03, 2021",3,"32.95058308, 13.39071749"
"March 03, 2021",1,"32.199638, -113.021598"
"March 03, 2021",1,"21.75963, 9.04731"
"March 04, 2021",1,"45.032077, 15.3995488"
"March 04, 2021",2,"-22.73371516, -64.34982328"
"March 04, 2021",6,"23.66049536, -80.38468176"
"March 04, 2021",1,"23.66049536, -80.38468176"
"March 05, 2021",1,"41.65864073, 26.50448518"
"March 05, 2021",1,"22.78182228, 5.435464559"
"March 05, 2021",1,"22.78182228, 5.435464559"
"March 05, 2021",1,"31.84108, -111.84243"
"March 05, 2021",3,"28.00204958, -12.93936308"
"March 05, 2021",1,"27.1793466, 56.2781423"
"March 06, 2021",5,"26.46974927, -78.71200025"
"March 06, 2021",1,"35.68940913, 51.38958967"
"March 07, 2021",7,"-22.7361245, -64.3542692"
"March 07, 2021",1,"24.93543295, 14.63298952"
"March 07, 2021",1,"29.63186286, 52.51236196"
"March 08, 2021",5,"25.80390942, -15.7496197"
"March 08, 2021",1,"35.2841725, -2.9381673"
"March 08, 2021",1,"36.1812954, -5.4105286"
"March 08, 2021",1,"31.334239, -110.952825"
"March 09, 2021",9,"34.84785849, 11.47959691"
"March 09, 2021",1,"17.37971317, -97.12385013"
"March 09, 2021",1,"19.7019462, -98.4585271"
"March 09, 2021",1,"28.7125063, -100.5096557"
"March 09, 2021",30,"34.84785849, 11.47959691"
"March 09, 2021",1,"32.25398987, 52.50577501"
"March 10, 2021",1,"31.7618778, -106.4850217"
"March 10, 2021",1,"32.999264, 12.295422"
"March 10, 2021",2,"41.659628, 26.485935"
"March 10, 2021",1,"41.659628, 26.485935"
"March 10, 2021",1,"27.21161534, 60.68482798"
"March 10, 2021",1,"36.81293079, 59.09646157"
"March 11, 2021",1,"43.00343998, 22.83630671"
"March 11, 2021",2,"32.999264, 12.295422"
"March 11, 2021",1,"28.95046741, 57.57054013"
"March 11, 2021",1,"27.1793466, 56.2781423"
"March 12, 2021",3,"20.7201324, -100.7597279"
"March 12, 2021",2,"20.7201324, -100.7597279"
"March 12, 2021",1,"29.59303024, 50.66559392"
"March 12, 2021",50,"29.438987, 2.787713"
"March 13, 2021",1,"35.9117892, -5.3570333"
"March 13, 2021",1,"36.53619081, 1.440914807"
"March 13, 2021",1,"32.53288558, -117.1233625"
"March 13, 2021",1,"32.57929447, -116.5934173"
"March 13, 2021",1,"32.178633, -113.058867"
"March 13, 2021",1,"32.2429, -113.0754"
"March 13, 2021",1,"32.184896, -113.064156"
"March 13, 2021",1,"32.224496, -113.0785575"
"March 14, 2021",1,"32.09297, -112.96256"
"March 14, 2021",1,"31.78797, -111.74756"
"March 14, 2021",1,"32.125633, -113.238767"
"March 14, 2021",1,"32.122583, -113.238833"
"March 15, 2021",8,"29.45061979, -100.9088278"
"March 15, 2021",1,"7.0773599, -73.1205348"
"March 16, 2021",11,"35.96990433, -0.802334461"
"March 16, 2021",1,"19.6044444, -98.3119444"
"March 16, 2021",9,"27.63039322, -15.6991573"
"March 16, 2021",2,"27.52306085, -99.52574841"
"March 16, 2021",1,"-19.2761393, -68.6388049"
"March 16, 2021",1,"31.72159, -112.19422"
"March 16, 2021",1,"31.05124289, 61.50177317"
"March 16, 2021",1,"31.05124289, 61.50177317"
"March 17, 2021",1,"27.70936965, -15.60374223"
"March 17, 2021",1,"27.12327778, -15.62983476"
"March 17, 2021",1,"7.830102197, -72.4508794"
"March 17, 2021",1,"-19.2761393, -68.6388049"
"March 17, 2021",1,"32.662476, -115.535316"
"March 18, 2021",1,"33.06688277, 12.20001073"
"March 18, 2021",1,"33.06688277, 12.20001073"
"March 18, 2021",4,"33.06688277, 12.20001073"
"March 18, 2021",60,"33.06688277, 12.20001073"
"March 18, 2021",1,"24.93543295, 14.63298952"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 18, 2021",1,"29.1403563, 58.1782498"
"March 19, 2021",3,"38.327214, 26.21029"
"March 19, 2021",1,"38.327214, 26.21029"
"March 19, 2021",1,"31.97162, -111.48003"
"March 19, 2021",1,"29.63186286, 52.51236196"
"March 19, 2021",1,"29.63186286, 52.51236196"
"March 20, 2021",1,"28.7091433, -100.4995214"
"March 20, 2021",1,"32.418681, -112.969283"
"March 21, 2021",1,"28.0811553, -15.4167175"
"March 21, 2021",1,"27.35022729, 62.35316592"
"March 21, 2021",1,"32.695868, -115.283277"
"March 22, 2021",4,"45.24958796, 17.17982607"
"March 22, 2021",1,"32.67217596, -115.4387852"
"March 23, 2021",1,"32.52426274, -117.1234483"
"March 23, 2021",1,"-19.2761393, -68.6388049"
"March 23, 2021",1,"-19.27434383, -68.6202406"
"March 23, 2021",1,"35.68940913, 51.38958967"
"March 23, 2021",1,"35.68940913, 51.38958967"
"March 24, 2021",1,"35.68940913, 51.38958967"
"March 24, 2021",1,"29.1403563, 58.1782498"
"March 25, 2021",1,"29.56830836, 52.49085107"
"March 25, 2021",1,"35.68940913, 51.38958967"
"March 26, 2021",3,"28.15731175, -16.39298261"
"March 26, 2021",4,"34.29223478, 36.12228887"
"March 26, 2021",1,"32.25953, -111.5175"
"March 27, 2021",11,"37.5318128, -1.268730051"
"March 27, 2021",1,"32.2265083, -110.8547917"
"March 27, 2021",1,"15.66661553, -91.99639232"
"March 27, 2021",4,"32.16098565, 22.28074552"
"March 27, 2021",1,"32.22372762, -110.857911"
"March 28, 2021",1,"36.317706, 0.635233"
"March 28, 2021",1,"31.99153, -112.6947"
"March 28, 2021",1,"27.1892535, 56.23307736"
"March 28, 2021",1,"27.5435505, 57.1494704"
"March 29, 2021",1,"28.6936675, -100.5106763"
"March 29, 2021",1,"37.56427965, 44.95937698"
"March 29, 2021",1,"29.1403563, 58.1782498"
"March 30, 2021",5,"32.87234592, 12.45293781"
"March 30, 2021",1,"8.706681239, -77.58643695"
"March 30, 2021",1,"29.32063788, -100.9182285"
"March 30, 2021",1,"15.27997093, -92.230875"
"March 30, 2021",1,"31.6951, -111.998"
"March 30, 2021",1,"31.69123, -111.88143"
"March 30, 2021",1,"35.68940913, 51.38958967"
"March 30, 2021",1,"29.63186286, 52.51236196"
"March 31, 2021",1,"29.1403563, 58.1782498"
"March 31, 2021",1,"29.1403563, 58.1782498"
"March 31, 2021",1,"29.1403563, 58.1782498"
"March 31, 2021",1,"30.26262238, 54.92222284"
"March 31, 2021",1,"31.88472913, 54.33057395"
"April 01, 2021",1,"26.203085, -98.445107"
"April 01, 2021",3,"-1.9238, -37.045232"
"April 02, 2021",1,"27.1793466, 56.2781423"
"April 03, 2021",1,"35.76109319, -0.826158603"
"April 03, 2021",1,"35.07388561, -2.084353428"
"April 03, 2021",1,"32.36842579, -114.0338755"
"April 03, 2021",1,"28.79838818, -100.5363082"
"April 03, 2021",1,"27.5226717, -99.52217022"
"April 03, 2021",1,"27.35022729, 62.35316592"
"April 04, 2021",1,"35.916545, -5.371463"
"April 04, 2021",1,"35.438993, -1.237177"
"April 04, 2021",10,"19.37608604, -81.26624247"
"April 04, 2021",8,"37.0120503, 8.353369971"
"April 04, 2021",1,"27.1793466, 56.2781423"
"April 04, 2021",1,"29.1403563, 58.1782498"
"April 04, 2021",1,"29.1403563, 58.1782498"
"April 04, 2021",1,"27.35022729, 62.35316592"
"April 04, 2021",1,"36.44746436, 59.39773944"
"April 05, 2021",1,"28.097183, -14.070217"
"April 05, 2021",1,"41.323095, 26.494845"
"April 05, 2021",1,"25.675342, -100.319587"
"April 05, 2021",1,"24.93543295, 14.63298952"
"April 05, 2021",1,"31.8663889, -112.4402777"
"April 05, 2021",1,"29.85315945, 57.41401628"
"April 05, 2021",1,"29.47645121, 60.86744515"
"April 06, 2021",3,"41.708649, 26.360446"
"April 06, 2021",1,"27.18569377, -98.14724414"
"April 06, 2021",1,"14.90541, -92.27885"
"April 06, 2021",1,"31.855917, -112.113467"
"April 06, 2021",1,"31.722883, -111.805533"
"April 06, 2021",1,"35.68940913, 51.38958967"
"April 06, 2021",1,"35.68940913, 51.38958967"
"April 07, 2021",1,"35.2856809, -2.937338527"
"April 07, 2021",1,"7.815909737, -72.45178395"
"April 07, 2021",1,"22.82009376, -102.5423641"
"April 07, 2021",1,"27.35710118, 52.8090266"
"April 08, 2021",1,"31.78128444, -106.5372266"
"April 08, 2021",5,"36.02829422, 0.055382178"
"April 08, 2021",1,"30.89202146, 61.68389773"
"April 08, 2021",1,"27.35022729, 62.35316592"
"April 09, 2021",1,"41.6738919, 26.46499074"
"April 09, 2021",2,"8.775508839, -77.77647631"
"April 09, 2021",2,"8.775508839, -77.77647631"
"April 09, 2021",1,"28.72296727, -100.508408"
"April 10, 2021",1,"28.50887928, -99.8698853"
"April 10, 2021",1,"14.90657249, -92.26359259"
"April 10, 2021",1,"29.47645121, 60.86744515"
"April 10, 2021",1,"29.47645121, 60.86744515"
"April 10, 2021",1,"28.868884, 61.1628427"
"April 10, 2021",1,"32.7326, -114.874283"
"April 11, 2021",26,"25.69694464, -18.07531481"
"April 11, 2021",1,"35.345799, -3.883139"
"April 11, 2021",6,"33.76566438, 11.02580782"
"April 11, 2021",1,"32.88479727, 13.15337754"
"April 11, 2021",1,"28.72296727, -100.508408"
"April 12, 2021",44,"12.285716, 43.363376"
"April 12, 2021",1,"29.3239455, -100.9286333"
"April 13, 2021",1,"27.40052071, -99.47846336"
"April 13, 2021",1,"33.76566438, 11.02580782"
"April 13, 2021",1,"23.71304956, -15.91691136"
"April 13, 2021",1,"28.68713093, -100.553353"
"April 13, 2021",1,"27.59686845, -99.53709649"
"April 13, 2021",1,"26.09530107, -98.27225471"
"April 13, 2021",1,"-16.48074, -68.21252"
"April 13, 2021",1,"11.09053697, -84.56062206"
"April 13, 2021",1,"9.525310189, 45.53662268"
"April 13, 2021",1,"27.49945981, -99.51176313"
"April 13, 2021",1,"30.89202146, 61.68389773"
"April 13, 2021",1,"30.89202146, 61.68389773"
"April 14, 2021",1,"35.31422006, -2.944675914"
"April 14, 2021",1,"35.87318906, -5.342716102"
"April 14, 2021",1,"15.01859246, -92.39962345"
"April 14, 2021",1,"29.63186286, 52.51236196"
"April 15, 2021",41,"34.76811471, 10.85960062"
"April 15, 2021",1,"41.6738919, 26.46499074"
"April 15, 2021",1,"26.65278451, -98.11397627"
"April 15, 2021",1,"9.525310189, 45.53662268"
"April 15, 2021",1,"31.685517, -111.776332"
"April 15, 2021",1,"31.42974319, -110.9780321"
"April 15, 2021",1,"32.44706, -113.10175"
"April 15, 2021",1,"32.67161, -115.52638"
"April 15, 2021",1,"32.68642, -115.45545"
"April 15, 2021",1,"31.916582, -102.229673"
"April 16, 2021",1,"26.1865678, -98.22579399"
"April 16, 2021",1,"14.84172051, -92.31793706"
"April 16, 2021",1,"28.6936675, -100.5106763"
"April 16, 2021",1,"31.3327, -110.99101"
"April 17, 2021",1,"33.25433412, 11.49846374"
"April 17, 2021",1,"27.28385151, -98.68701863"
"April 17, 2021",1,"32.817824, 12.450931"
"April 17, 2021",1,"32.70554, -115.03065"
"April 17, 2021",1,"44.807091, 15.926243"
"April 18, 2021",1,"43.34150604, -1.776485694"
"April 18, 2021",1,"30.27629382, 57.0662465"
"April 19, 2021",1,"52.307985, 4.753107"
"April 19, 2021",3,"8.033327732, -72.41635263"
"April 19, 2021",1,"36.07730236, 49.87005574"
"April 19, 2021",1,"28.89461767, 50.90279461"
"April 20, 2021",9,"35.93540838, 0.074290332"
"April 20, 2021",2,"17.66969471, -93.4777546"
"April 21, 2021",6,"19.70340863, 37.19738699"
"April 21, 2021",2,"32.94797295, 13.19404548"
"April 21, 2021",1,"10.57512792, 49.05749537"
"April 21, 2021",1,"35.68940913, 51.38958967"
"April 21, 2021",1,"27.82817, 52.32536"
"April 22, 2021",1,"32.86244029, 13.43844999"
"April 22, 2021",1,"32.79270254, 12.67244146"
"April 22, 2021",1,"28.02611051, -99.54236303"
"April 22, 2021",128,"33.740667, 13.626167"
"April 22, 2021",2,"33.740667, 13.626167"
"April 22, 2021",17,"10.0202063, -61.96663946"
"April 22, 2021",1,"26.25732783, -98.59817457"
"April 22, 2021",2,"3.439303091, -76.54750898"
"April 22, 2021",2,"17.47654794, -91.40864085"
"April 22, 2021",1,"31.885772, -111.96678"
"April 22, 2021",1,"27.99566687, 57.72427834"
"April 23, 2021",1,"28.72884175, -100.5094583"
"April 23, 2021",1,"26.07712504, -98.22456289"
"April 23, 2021",1,"28.95046741, 57.57054013"
"April 24, 2021",3,"35.81514383, -5.35131574"
"April 24, 2021",1,"28.70492867, -100.5123343"
"April 24, 2021",1,"37.56427965, 44.95937698"
"April 24, 2021",1,"32.81375148, 51.66861535"
"April 25, 2021",2,"35.82318233, -5.352174047"
"April 25, 2021",1,"29.32384331, -100.9195537"
"April 25, 2021",1,"25.8839311, -97.49782897"
"April 25, 2021",1,"31.885772, -111.96678"
"April 25, 2021",1,"29.42595636, -98.52277691"
"April 25, 2021",1,"35.68940913, 51.38958967"
"April 25, 2021",1,"29.2661428, 51.2120597"
"April 25, 2021",1,"27.99566687, 57.72427834"
"April 25, 2021",1,"36.8127762, 59.0964723"
"April 25, 2021",1,"28.95046741, 57.57054013"
"April 25, 2021",1,"29.63186286, 52.51236196"
"April 25, 2021",1,"36.66547268, 59.13055843"
"April 26, 2021",56,"23.447654, -18.151759"
"April 26, 2021",1,"32.79270254, 12.67244146"
"April 26, 2021",1,"28.70492867, -100.5123343"
"April 26, 2021",1,"28.6936675, -100.5106763"
"April 26, 2021",1,"32.14593, -113.16837"
"April 26, 2021",1,"36.07730236, 49.87005574"
"April 26, 2021",1,"32.25398987, 52.50577501"
"April 27, 2021",1,"-22.217558, 29.985716"
